,end,err_imf_avg,imf_avg,start,x_avg,y_avg,z_avg
1860,2006-09-10 20:45:00,0.12511594911927762,0.45199999943375585,2006-09-10 20:25:00,-11.312635379061371,-2.2736148171401664,2.968105477946947
1861,2006-09-10 21:45:00,0.9715450875096924,1.8236666748921078,2006-09-10 21:20:00,-12.334745984408519,-2.035839480981531,2.394731334693664
1862,2006-09-10 22:30:00,2.2282149183085935,2.540875035058707,2006-09-10 21:55:00,-12.979477319102182,-1.8584994506356929,1.982557683252237
1863,2006-09-10 23:15:00,0.8179173594721939,-2.78960000038147,2006-09-10 22:55:00,-13.753319730026684,-1.6147229634280333,1.4307644011929053
1864,2006-09-11 06:40:00,4.907577627761899,-2.128371632194801,2006-09-11 00:35:00,-16.5119735965757,-0.23135873277138388,1.5452196820898751
1865,2006-09-11 07:45:00,1.0597112461904459,-1.9579999645551045,2006-09-11 07:35:00,-17.903939726887458,1.0346884319573066,4.0035054674828645
1866,2006-09-11 10:20:00,0.9717029109951812,-1.762216674246722,2006-09-11 07:55:00,-18.107696332339245,1.482561607283001,4.858478522471616
1867,2006-09-12 18:45:00,2.0770399456549162,-0.5775555594099893,2006-09-12 18:05:00,2.874675177453392,2.745687926193342,5.14712499345995
1868,2006-09-13 07:05:00,2.8169421287037393,0.3853888887498113,2006-09-13 06:25:00,-12.530982402902039,-1.4961195695774256,2.313625978827674
1869,2006-09-13 07:45:00,1.249051924229015,-2.9840000267539706,2006-09-13 07:15:00,-13.23562123012759,-1.2666547077157657,1.8481960670000224
1870,2006-09-13 12:05:00,2.02621679871643,-0.6234358952118038,2006-09-13 08:55:00,-15.437780970664344,-0.2964957399112163,0.5273132664437012
1871,2006-09-13 14:55:00,0.566649119856787,-0.7871333349123597,2006-09-13 12:30:00,-17.01078846858159,0.7650813582378485,2.1283471982420346
1872,2006-09-15 04:20:00,0.5648989303537557,2.5795999813079833,2006-09-15 04:00:00,3.5623293046617484,2.0243289907392876,3.9780254277193534
1873,2006-09-23 02:20:00,0.7472195711981593,-0.21622222540900116,2006-09-22 23:25:00,-16.211871501072565,3.017906660388217,1.4029281989570797
1874,2006-09-23 03:15:00,0.34180091221145065,2.0603333346545694,2006-09-23 02:50:00,-16.93457332705489,3.86244964160519,2.773243342227803
